"Bank Account Subtype","Подтип банковского счёта"
"Bank Account Type","Тип банковского счёта"
"Bank Account {} in Bank Transaction {} is not matching with Bank Account {}","Банковский счёт {} в банковской транзакции {} не соответствует банковскому счёту {}"
"Bank Accounts","Банковские счета"
"Bank Balance","Остаток в банке"
"Bank Charges","Банковские комиссии"
"Bank Charges Account","Счёт банковских комиссий"
"Bank Clearance","Клиринг банка"
"Bank Clearance Detail","Детали банковского клиринга"
"Bank Clearance Summary","Сводка банковского клиринга"
"Bank Credit Balance","Кредитовый остаток на счёте"
"Bank Details","Банковские реквизиты"
"Bank Draft","Банковский чек"
"Bank Entry","Банковская проводка"
"Bank Guarantee","Банковская гарантия"
"Bank Guarantee Number","Номер банковской гарантии"
"Bank Guarantee Type","Тип банковской гарантии"
"Bank Name","Наименование банка"
"Bank Overdraft Account","Счёт овердрафта"
"Bank Reconciliation Statement","Банковская выписка сверки"
"Bank Reconciliation Tool","Инструмент сверки с банком"
"Bank Statement Import","Импорт банковской выписки"
"Bank Statement balance as per General Ledger","Остаток по банковской выписке согласно Главной книге"
"Bank Transaction","Банковская транзакция"
"Bank Transaction Mapping","Сопоставление банковских транзакций"
"Bank Transaction Payments","Платежи банковских транзакций"
"Bank Transaction {0} Matched","Банковская транзакция {0} сопоставлена"
"Bank Transaction {0} added as Journal Entry","Банковская транзакция {0} добавлена как проводка журнала"
"Bank Transaction {0} added as Payment Entry","Банковская транзакция {0} добавлена как платёжное поручение"
"Bank Transaction {0} is already fully reconciled","Банковская транзакция {0} уже полностью сверена"
"Bank Transaction {0} updated","Банковская транзакция {0} обновлена"
"Bank account cannot be named as {0}","Счёт в банке не может быть назван {0}"
"Bank account {0} already exists and could not be created again","Счёт в банке {0} уже существует и не может быть создан повторно"
"Bank accounts added","Банковские счета добавлены"
"Bank transaction creation error","Ошибка создания банковской транзакции"
"Bank/Cash Account","Банковский/Кассовый счёт"
"Bank/Cash Account {0} doesn't belong to company {1}","Банковский/Кассовый счёт {0} не принадлежит компании {1}"
"Banker's Rounding","Банковское округление"
"Banker's Rounding (legacy)","Банковское округление (устаревшее)"
"Banking","Банковская деятельность"
"Banner","Баннер"
"Banner HTML","HTML баннера"
"Banner Image","Изображение баннера"
"Banner is above the Top Menu Bar.","Баннер расположен над верхней панелью меню."
"Bar","Полоса"
"Barcode","Штриховой код"
"Barcode Type","Тип штрихового кода"
"Barcode {0} already used in Item {1}","Штриховой код {0} уже используется в Номенклатуре {1}"
"Barcode {0} is not a valid {1} code","Штрихкод {0} не является допустимым кодом {1}"
"Barcodes","Штрихкоды"
"Base Amount","Базовая сумма"
"Base Amount (Company Currency)","Базовая сумма (валюта компании)"
"Base Change Amount (Company Currency)","Базовая сумма изменения (валюта компании)"
"Base Cost Per Unit","Базовая себестоимость единицы"
"Base Distinguished Name (DN)","Базовое различимое имя (DN)"
"Base Hour Rate(Company Currency)","Базовая почасовая ставка (валюта компании)"
"Base Rate","Базовая ставка"
"Base Tax Withholding Net Total","Базовая чистая сумма удержания налога"
"Base Total Billable Amount","Базовая общая сумма к счёту"
"Base Total Billed Amount","Базовая общая выставленная сумма"
"Base Total Costing Amount","Базовая общая сумма калькуляции"
"Base URL","Базовый URL"
"Based On","На основе"
"Based On Data ( in years )","На основе данных (в годах)"
"Based On Document","На основе документа"
"Based On Payment Terms","На основе условий оплаты"
"Based On Price List","На основе прайс-листа"
"Based On Value","На основе значения"
"Based on Field","На основе поля"
"Based on Permissions For User","На основе прав доступа пользователя"
"Based on your HR Policy, select your leave allocation period's end date","На основе вашей политики кадров выберите дату окончания периода предоставления отпуска"
"Based on your HR Policy, select your leave allocation period's start date","На основе вашей политики кадров выберите дату начала периода предоставления отпуска"
"Basic","Основной"
"Basic Amount","Основная сумма"
"Basic Amount (Company Currency)","Основная сумма (валюта компании)"
"Basic Info","Основная информация"
"Basic Rate (Company Currency)","Основная ставка (валюта компании)"
"Basic Rate (as per Stock UOM)","Основная ставка (по единице измерения Запасов)"
"Batch","Партия"
"Batch Description","Описание партии"
"Batch Details","Детали партии"
"Batch Expiry Date","Дата истечения партии"
"Batch ID","Код партии"
"Batch ID is mandatory","Код партии обязателен"
"Batch Item Expiry Status","Статус истечения Номенклатуры в партии"
"Batch No","Номер партии"
"Batch No is mandatory","Номер партии обязателен"
"Batch No {0} does not exists","Номер партии {0} не существует"
"Batch No {0} is linked with Item {1} which has serial no. Please scan serial no instead.","Партия {0} связана с Номенклатурой {1}, которая имеет серийный номер. Отсканируйте серийный номер."
"Batch No {0} is not present in the original {1} {2}, hence you can't return it against the {1} {2}","Партия {0} отсутствует в исходном {1} {2}, поэтому вы не можете вернуть её по {1} {2}"
"Batch No.","Партия"
"Batch Nos","Партии"
"Batch Nos are created successfully","Партии созданы успешно"
"Batch Not Available for Return","Партия недоступна для возврата"
"Batch Number Series","Серия номеров партий"
"Batch Qty","Количество в партии"
"Batch Qty updated successfully","Количество в партии обновлено успешно"
"Batch Qty updated to {0}","Количество в партии обновлено на {0}"
"Batch Quantity","Количество партии"
"Batch Size","Размер партии"
"Batch UOM","Единица измерения партии"
"Batch and Serial No","Партия и серийный номер"
"Batch not created for item {} since it does not have a batch series.","Партия не создана для Номенклатуры {} так как она не имеет серии партий."
"Batch {0} and Warehouse","Партия {0} и Склад"
"Batch {0} is not available in warehouse {1}","Партия {0} отсутствует на Складе {1}"
"Batch {0} of Item {1} has expired.","Партия {0} Номенклатуры {1} истекла."
"Batch {0} of Item {1} is disabled.","Партия {0} Номенклатуры {1} отключена."
"Batch-Wise Balance History","История остатков по партиям"
"Batchwise Valuation","Оценка стоимости по партиям"
"Before","До"
"Before Cancel","До аннулирования"
"Before Delete","До удаления"
"Before Insert","До создания"
"Before Print","До печати"
"Before Rename","До переименования"
"Before Save","До сохранения"
"Before Save (Submitted Document)","До сохранения (проведённый документ)"
"Before Submit","До проведения"
"Before Validate","До проверки"
"Before reconciliation","До сверки"
"Begin On (Days)","Начало (дней)"
"Beginner","Начинающий"
"Beginning of the current subscription period","Начало текущего периода подписки"
"Beginning with","Начиная с"
"Below Subscription Plans are of different currency to the party default billing currency/Company currency: {0}","Нижеуказанные планы подписки имеют валюту, отличную от валюты выставления счётов по умолчанию для контрагента или валюты компании: {0}"
"Beta","Бета"
"Better add a few more letters or another word","Лучше добавить ещё несколько букв или другое слово"
"Between","Между"
"Bill Date","Дата счёта"
"Bill No","Номер счёта"
"Bill for Rejected Quantity in Purchase Invoice","Счёт по отклоненному количеству в счёте-фактуре поставщика"
"Bill of Materials","Спецификация"
"Billable Hours","Оплачиваемые часы"
"Billed","Выставлено счётом"
"Billed Amount","Выставленная сумма"
"Billed Amt","Выставленная сумма"
"Billed Items To Be Received","Выставленные номенклатуры к получению"
"Billed Qty","Выставленное количество"
"Billed, Received & Returned","Выставлено счётом, получено и возвращено"
"Billing","Выставление счётов"
"Billing Address","Адрес выставления счёта"
"Billing Address Details","Детали адреса выставления счёта"
"Billing Address Name","Название адреса выставления счёта"
"Billing Address does not belong to the {0}","Адрес выставления счёта не принадлежит {0}"
"Billing Amount","Сумма выставления счёта"
"Billing City","Город выставления счёта"
"Billing Contact","Контактное лицо для выставления счёта"
"Billing Country","Страна выставления счёта"
"Billing County","Округ выставления счёта"
"Billing Currency","Валюта выставления счёта"
"Billing Date","Дата выставления счёта"
"Billing Details","Детали выставления счёта"
"Billing Email","Электронная почта для выставления счёта"
"Billing Hours","Часы выставления счёта"
"Billing Interval","Интервал выставления счёта"
"Billing Interval Count","Количество интервалов выставления счёта"
"Billing Interval Count cannot be less than 1","Количество интервалов выставления счёта не может быть менее 1"
"Billing Interval in Subscription Plan must be Month to follow calendar months","Интервал выставления счёта в плане подписки должен быть месячным для соблюдения календарных месяцев"
"Billing Rate","Тариф выставления счёта"
"Billing State","Область выставления счёта"
"Billing Status","Статус выставления счёта"
"Billing Zipcode","Почтовый индекс выставления счёта"
"Billing currency must be equal to either default company's currency or party account currency","Валюта выставления счёта должна совпадать с валютой компании по умолчанию или валютой счёта контрагента"
"Bin","Ячейка"
"Bin Qty Recalculated","Количество в ячейке пересчитано"
"Binary Logging","Двоичное логирование"
"Bio","Биография"
"Bio / Cover Letter","Биография / Сопроводительное письмо"
"Birth Date","Дата рождения"
"Bisect Accounting Statements","Разделить Бухгалтерские отчёты"
"Bisect Left","Разделить слева"
"Bisect Nodes","Разделить узлы"
"Bisect Right","Разделить справа"
"Bisecting From","Разделение от"
"Bisecting Left ...","Разделение слева..."
"Bisecting Right ...","Разделение справа..."
"Bisecting To","Разделение до"
"Biweekly","Двухнедельный"
"Black","Чёрный"
"Blank Template","Пустой шаблон"
"Blanket Order","Рамочный заказ"
"Blanket Order Allowance (%)","Скидка рамочного заказа (%)"
"Blanket Order Item","Номенклатура рамочного заказа"
"Blanket Order Rate","Цена рамочного заказа"
"Block Invoice","Заблокировать счёт"
"Block Module","Заблокировать модуль"
"Block Modules","Заблокировать модули"
"Block Supplier","Заблокировать Поставщика"
"Blocked","Заблокирован"
"Blog","Блог"
"Blog Category","Категория блога"
"Blog Intro","Введение блога"
"Blog Introduction","Вводная часть блога"
"Blog Post","Запись блога"
"Blog Settings","Параметры блога"
"Blog Subscriber","Подписчик блога"
"Blog Title","Название блога"
"Blogger","Автор блога"
"Blood Group","Группа крови"
"Blue","Синий"
"Body","Тело"
"Body Text","Основной текст"
"Body and Closing Text Help","Справка по основному тексту и заключению"
"Bold","Жирный"
"Bom No","Номер Спецификации"
"Book Advance Payments as Liability option is chosen. Paid From account changed from {0} to {1}.","Выбран параметр «Учитывать авансовые платежи как обязательство». Счёт «Оплачено из» изменён с {0} на {1}."
"Book Advance Payments in Separate Party Account","Учитывать авансовые платежи на отдельном счёте контрагента"
"Book Appointment","Забронировать встречу"
"Book Asset Depreciation Entry Automatically","Автоматически провести амортизацию основного средства"
"Book Deferred Entries Based On","Провести отложенные записи на основе"
"Book Deferred Entries Via Journal Entry","Провести отложенные записи через проводку"
"Book Tax Loss on Early Payment Discount","Провести налоговый убыток по скидке при ранней оплате"
"Book an appointment","Записать встречу"
"Booked","Зарезервировано"
"Booked Fixed Asset","Зарезервированное основное средство"
"Books have been closed till the period ending on {0}.","Книги закрыты по период, заканчивающийся {0}."
"Bot","Бот"
"Both","Оба"
"Both DocType and Name required","Требуются оба: тип документа и наименование"
"Both Payable Account: {0} and Advance Account: {1} must be of same currency for company: {2}","Счёт кредиторской задолженности: {0} и счёт авансов: {1} должны быть в одной валюте для компании: {2}"
"Both Receivable Account: {0} and Advance Account: {1} must be of same currency for company: {2}","Счёт дебиторской задолженности: {0} и счёт авансов: {1} должны быть в одной валюте для компании: {2}"
"Both Trial Period Start Date and Trial Period End Date must be set","Должны быть установлены и дата начала, и дата окончания пробного периода"
"Both login and password required","Требуются логин и пароль"
"Both {0} Account: {1} and Advance Account: {2} must be of same currency for company: {3}","Счёт {0}: {1} и счёт авансов: {2} должны быть в одной валюте для компании: {3}"
"Bottom","Внизу"
"Bottom Center","По центру внизу"
"Bottom Left","Слева внизу"
"Bottom Right","Справа внизу"
"Bounced","Отклонено"
"Branch","Филиал"
"Branch Code","Код филиала"
"Brand","Марка"
"Brand Defaults","Параметры марки"
"Brand HTML","HTML марки"
"Brand Image","Изображение марки"
"Brand Logo","Логотип марки"
"Brand Name","Наименование марки"
"Breadcrumbs","Навигационная цепочка"
"Breakdown","Разложение"
"Browse BOM","Просмотр Спецификации"
"Browse by category","Просмотр по категориям"
"Browser","Браузер"
"Browser Version","Версия браузера"
"Browser not supported","Браузер не поддерживается"
"Brute Force Security","Защита от атак перебором"
"Bucket Name","Имя хранилища"
"Bucket {0} not found.","Хранилище {0} не найдено."
"Budget","Бюджет"
"Budget Account","Счёт бюджета"
"Budget Accounts","Счета бюджета"
"Budget Against","Бюджет по"
"Budget Amount","Сумма бюджета"
"Budget Detail","Реквизиты бюджета"
"Budget Exceeded","Бюджет превышен"
"Budget List","Список бюджетов"
"Budget Variance Report","Отчёт об отклонениях бюджета"
"Budget cannot be assigned against Group Account {0}","Бюджет не может быть назначен счёту группы {0}"
"Budget cannot be assigned against {0}, as it's not an Income or Expense account","Бюджет не может быть назначен {0}, так как это не счёт доходов или расходов"
"Budgets","Бюджеты"
"Buffered Cursor","Буферизованный курсор"
"Bufferpool Size","Размер буферного пула"
"Build All?","Создать всё?"
"Build Tree","Создать дерево"
"Build {0}","Создать {0}"
"Buildable Qty","Доступное количество"
"Buildings","Здания и сооружения"
"Built on {0}","Создано {0}"
"Bulk Actions","Массовые действия"
"Bulk Delete","Массовое удаление"
"Bulk Edit","Массовое редактирование"
"Bulk Edit {0}","Массовое редактирование {0}"
"Bulk Operation Failed","Ошибка массовой операции"
"Bulk Operation Successful","Массовая операция успешно завершена"
"Bulk PDF Export","Массовый экспорт в PDF"
"Bulk Rename Jobs","Массовое переименование заданий"
"Bulk Transaction","Массовая транзакция"
"Bulk Transaction Log","Журнал массовых транзакций"
"Bulk Transaction Log Detail","Детали журнала массовых транзакций"
"Bulk Update","Массовое обновление"
"Bulk approval only support up to 500 documents.","Массовое согласование поддерживает до 500 документов."
"Bulk operation is enqueued in background.","Массовая операция поставлена в очередь на фоновое выполнение."
"Bulk operations only support up to 500 documents.","Массовые операции поддерживают до 500 документов."
"Bulk {0} is enqueued in background.","Массовое {0} поставлено в очередь на фоновое выполнение."
"Bundle Items","Номенклатуры комплекта"
"Bundle Qty","Количество в комплекте"
"Busy","Занято"
"Button","Кнопка"
"Button Gradients","Градиенты кнопок"
"Button Rounded Corners","Кнопка со скруглёнными углами"
"Button Shadows","Тень кнопки"
"Buy","Купить"
"Buyer of Goods and Services.","Покупатель товаров и услуг."
"Buying","Закупки"
"Buying & Selling Settings","Параметры закупок и продаж"
"Buying Amount","Сумма закупки"
"Buying Price List","Прайс-лист закупок"
"Buying Rate","Ставка закупки"
"Buying Settings","Параметры закупок"
"Buying and Selling","Закупки и продажи"
"Buying must be checked, if Applicable For is selected as {0}","Закупки должны быть отмечены, если для «Применимо к» выбрано значение {0}"
"By ""Naming Series"" field","По полю «Серия нумерации»"
"By default the title is used as meta title, adding a value here will override it.","По умолчанию заголовок используется как мета-заголовок, указание значения здесь переопределит его."
"By default, emails are only sent for failed backups.","По умолчанию письма отправляются только при сбое резервных копий."
"By default, the Supplier Name is set as per the Supplier Name entered. If you want Suppliers to be named by a <a href='https://docs.erpnext.com/docs/user/manual/en/setting-up/settings/naming-series' target='_blank'>Naming Series</a> choose the 'Naming Series' option.","По умолчанию название Поставщика устанавливается в соответствии с введённым названием поставщика. Если вы хотите, чтобы поставщики именовались по <a href='https://docs.erpnext.com/docs/user/manual/en/setting-up/settings/naming-series' target='_blank'>серии нумерации</a>, выберите опцию «Серия нумерации»."
"By fieldname","По имени поля"
"By script","По скрипту"
"By {0}","По {0}"
"Bypass Credit Limit Check at Sales Order","Игнорировать проверку кредитного лимита в Заказе покупателя"
"Bypass Restricted IP Address Check If Two Factor Auth Enabled","Игнорировать проверку ограниченного IP-адреса, если включена двухфакторная аутентификация"
"Bypass Two Factor Auth for users who login from restricted IP Address","Игнорировать двухфакторную аутентификацию для пользователей, входящих с ограниченного IP-адреса"
"Bypass credit check at Sales Order","Игнорировать кредитную проверку при размещении Заказа покупателя"
"Bypass restricted IP Address check If Two Factor Auth Enabled","Игнорировать проверку ограниченного IP-адреса, если включена двухфакторная аутентификация"
"CANCELLED","АННУЛИРОВАНО"
"CC To","CC кому"
"COGS By Item Group","Себестоимость по группе номенклатуры"
"COGS Debit","Дебет себестоимости"
"COLOR PICKER","ПАЛИТРА ЦВЕТОВ"
"CRM Note","Заметка CRM"
"CRM Settings","Параметры CRM"
"CRM-LEAD-.YYYY.-","CRM-ЛИД-.YYYY.-"
"CRM-OPP-.YYYY.-","CRM-ВОЗМ-.YYYY.-"
"CSS Class","CSS-класс"
"CSS selector for the element you want to highlight.","CSS-селектор для элемента, который требуется выделить."
"CTA Label","Текст ссылки действия"
"CTA URL","URL ссылки действия"
"CWIP Account","Счёт незавершённого производства"
"Cache","Кэш"
"Cache Cleared","Кэш очищен"
"Calculate","Рассчитать"
"Calculate Ageing With","Рассчитать сроки по"
"Calculate Based On","Рассчитать на основе"
"Calculate Depreciation","Рассчитать амортизацию"
"Calculate Estimated Arrival Times","Рассчитать предполагаемое время прибытия"
"Calculate Product Bundle Price based on Child Items' Rates","Рассчитать цену набора номенклатуры на основе расценок дочерних позиций"
"Calculate daily depreciation using total days in depreciation period","Рассчитать суточную амортизацию по общему количеству дней в периоде амортизации"
"Calculated Bank Statement balance","Рассчитанный остаток на банковском счёте"
"Calculated Discount Mismatch","Несоответствие рассчитанной скидки"
"Calculations","Расчёты"
"Calendar","Календарь"
"Calendar Event","Событие календаря"
"Calendar Name","Название календаря"
"Calendar View","Вид календаря"
"Calibration","Калибровка"
"Call","Звонок"
"Call Again","Перезвонить"
"Call Connected","Звонок установлен"
"Call Details","Детали звонка"
"Call Duration in seconds","Длительность звонка в секундах"
"Call Ended","Звонок завершён"
"Call Handling Schedule","График обработки звонков"
"Call Log","Журнал звонков"
"Call Missed","Звонок пропущен"
"Call Received By","Звонок принял"
"Call Receiving Device","Устройство приёма звонка"
"Call Routing","Маршрутизация звонков"
"Call Schedule Row {0}: To time slot should always be ahead of From time slot.","Строка графика звонков {0}: время окончания должно быть позже времени начала."
"Call Summary","Сводка по звонкам"
"Call Summary Saved","Сводка по звонкам сохранена"
"Call To Action","Призыв к действию"
"Call To Action URL","URL призыва к действию"
"Call Type","Тип звонка"
"Call to Action","Призыв к действию"
"Callback","Обратный звонок"
"Callback Message","Сообщение обратного звонка"
"Callback Title","Заголовок обратного звонка"
"Camera","Камера"
"Campaign","Кампания"
"Campaign Description (Optional)","Описание кампании (необязательно)"
"Campaign Efficiency","Эффективность кампании"
"Campaign Email Schedule","График рассылки кампании"
"Campaign Item","Номенклатура кампании"
"Campaign Name","Название кампании"
"Campaign Naming By","Наименование по кампании"
"Campaign Schedules","Графики кампании"
"Campaign {0} not found","Кампания {0} не найдена"
"Can Read","Может читать"
"Can Share","Может делиться"
"Can Submit","Может проводить"
"Can Write","Может редактировать"
"Can be approved by {0}","Может быть одобрено {0}"
"Can not close Work Order. Since {0} Job Cards are in Work In Progress state.","Невозможно закрыть Производственный заказ. {0} Карт работ находятся в состоянии Незавершённое производство."
"Can not filter based on Cashier, if grouped by Cashier","Невозможно фильтровать по кассиру, если группировка по кассиру"
"Can not filter based on Child Account, if grouped by Account","Невозможно фильтровать по дочернему счёту, если группировка по счёту"
"Can not filter based on Customer, if grouped by Customer","Невозможно фильтровать по Покупателю, если группировка по Покупателю"
"Can not filter based on POS Profile, if grouped by POS Profile","Невозможно фильтровать по профилю POS, если группировка по профилю POS"
"Can not filter based on Payment Method, if grouped by Payment Method","Невозможно фильтровать по способу оплаты, если группировка по способу оплаты"
"Can not filter based on Voucher No, if grouped by Voucher","Невозможно фильтровать по номеру ваучера, если группировка по ваучеру"
"Can not rename as column {0} is already present on DocType.","Невозможно переименовать, так как колонка {0} уже присутствует в типе документа"
"Can only change to/from Autoincrement naming rule when there is no data in the doctype","Можно менять на/с автоинкрементного правила наименования только при отсутствии данных в типе документа"
"Can only list down the document types which has been linked to the User document type.","Можно отобразить только те типы документов, которые привязаны к типу документа Пользователь"
"Can only make payment against unbilled {0}","Можно выставить платёж только по неоплаченному {0}"
"Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total'","Можно ссылаться на строку только если тип начисления 'По сумме предыдущей строки' или 'По итогу предыдущей строки'"
"Can't change the valuation method, as there are transactions against some items which do not have its own valuation method","Невозможно изменить метод оценки, так как по некоторым номенклатурам имеются проводки без собственного метода оценки"
"Can't rename {0} to {1} because {0} doesn't exist.","Невозможно переименовать {0} в {1}, так как {0} не существует"
"Cancel","Аннулировать"
"Cancel All","Аннулировать всё"
"Cancel All Documents","Аннулировать все документы"
"Cancel At End Of Period","Аннулировать в конце периода"
"Cancel Material Visit {0} before cancelling this Warranty Claim","Аннулировать посещение объекта {0} перед аннулированием этого гарантийного требования"
"Cancel Material Visits {0} before cancelling this Maintenance Visit","Аннулируйте визиты материалов {0} перед аннулированием этого визита обслуживания"
"Cancel Scheduling","Аннулировать планирование"
"Cancel Subscription","Аннулировать подписку"
"Cancel Subscription After Grace Period","Аннулировать подписку после периода отсрочки"
"Cancel {0} documents?","Аннулировать документы {0}?"
"Cancelation Date","Дата аннулирования"
"Canceled","Аннулировано"
"Cancelled","Аннулировано"
"Cancelled Document restored as Draft","Аннулированный документ восстановлен как Черновик"
"Cancelling","Аннулирование"
"Cancelling documents","Аннулирование документов"
"Cancelling {0}","Аннулирование {0}"
"Cannot Calculate Arrival Time as Driver Address is Missing.","Невозможно рассчитать время прибытия, так как адрес водителя отсутствует."
"Cannot Create Return","Невозможно создать возврат"
"Cannot Download Report due to insufficient permissions","Невозможно загрузить отчёт из-за недостаточных прав доступа"
"Cannot Fetch Values","Невозможно получить значения"
"Cannot Merge","Невозможно объединить"
"Cannot Optimize Route as Driver Address is Missing.","Невозможно оптимизировать маршрут, так как адрес водителя отсутствует."
"Cannot Relieve Employee","Невозможно освободить работника"
"Cannot Remove","Невозможно удалить"
"Cannot Resubmit Ledger entries for vouchers in Closed fiscal year.","Невозможно повторно провести записи учёта для ваучеров в закрытом финансовом году."
"Cannot Update After Submit","Невозможно изменять после проведения"
"Cannot access file path {0}","Невозможно получить доступ к пути файла {0}"
"Cannot amend {0} {1}, please create a new one instead.","Невозможно изменить {0} {1}, создайте новый вместо этого."
"Cannot apply TDS against multiple parties in one entry","Невозможно применить НДС к нескольким сторонам в одной записи"
"Cannot attach a folder to a document","Невозможно прикрепить папку к документу"
"Cannot be a fixed asset item as Stock Ledger is created.","Не может быть основным средством, так как создан реестр запасов."
"Cannot cancel Asset Depreciation Schedule {0} as it has a draft journal entry {1}.","Невозможно аннулировать график амортизации основного средства {0}, так как у него имеется черновик проводки {1}."
"Cannot cancel as processing of cancelled documents is pending.","Невозможно аннулировать, так как обработка аннулированных документов ещё не завершена."
"Cannot cancel because submitted Stock Entry {0} exists","Невозможно аннулировать, так как существует проведённое движение запасов {0}"
"Cannot cancel before submitting while transitioning from <b>{0} State</b> to <b>{1} State</b>","Невозможно аннулировать перед проведением при переходе из <b>статуса {0}</b> в <b>статус {1}</b>"
"Cannot cancel before submitting. See Transition {0}","Невозможно аннулировать перед проведением. Смотрите переход {0}"
"Cannot cancel the transaction. Reposting of item valuation on submission is not completed yet.","Невозможно аннулировать транзакцию. Переоценка стоимости номенклатуры при проведении ещё не завершена."
"Cannot cancel this document as it is linked with submitted asset {0}. Please cancel it to continue.","Невозможно аннулировать этот документ, так как он связан с проведённым основным средством {0}. Аннулируйте его для продолжения."
"Cannot cancel this document as it is linked with the submitted Asset Value Adjustment <b>{0}</b>. Please cancel the Asset Value Adjustment to continue.","Невозможно аннулировать этот документ, так как он связан с проведённой переоценкой основного средства <b>{0}</b>. Аннулируйте переоценку основного средства для продолжения."
"Cannot cancel transaction for Completed Work Order.","Невозможно аннулировать транзакцию завершённого производственного заказа."
"Cannot cancel {0}.","Невозможно аннулировать {0}."
"Cannot change Attributes after stock transaction. Make a new Item and transfer stock to the new Item","Невозможно изменять атрибуты после транзакции запасов. Создайте новую номенклатуру и переместите запасы на новую номенклатуру"
"Cannot change Reference Document Type.","Невозможно изменить тип ссылочного документа."
"Cannot change Service Stop Date for item in row {0}","Невозможно изменить дату остановки обслуживания для номенклатуры в строке {0}"
"Cannot change Variant properties after stock transaction. You will have to make a new Item to do this.","Невозможно изменить свойства варианта после учёта движения запасов. Требуется создать новую Номенклатуру."
"Cannot change company's default currency, because there are existing transactions. Transactions must be cancelled to change the default currency.","Невозможно изменить валюту компании по умолчанию, так как существуют проведённые операции. Операции должны быть аннулированы для изменения валюты."
"Cannot change docstatus from 0 (Draft) to 2 (Cancelled)","Невозможно изменить статус документа с 0 (Черновик) на 2 (Аннулирован)"
"Cannot change docstatus from 1 (Submitted) to 0 (Draft)","Невозможно изменить статус документа с 1 (Проведён) на 0 (Черновик)"
"Cannot change state of Cancelled Document <b>({0} State)</b>","Невозможно изменить состояние аннулированного документа <b>({0} Состояние)</b>"
"Cannot change state of Cancelled Document. Transition row {0}","Невозможно изменить состояние аннулированного документа. Строка переходов {0}"
"Cannot change to/from autoincrement autoname in Customize Form","Невозможно изменить автоинкрементное имя в форме настройки"
"Cannot complete task {0} as its dependant task {1} are not completed / cancelled.","Невозможно завершить задачу {0}, так как зависимая задача {1} не завершена/аннулирована."
"Cannot convert Cost Center to ledger as it has child nodes","Невозможно преобразовать Центр затрат в счёт, так как имеются дочерние узлы"
"Cannot convert Task to non-group because the following child Tasks exist: {0}.","Невозможно преобразовать Задачу в неGroupтип, так как существуют следующие дочерние Задачи: {0}."
"Cannot convert to Group because Account Type is selected.","Невозможно преобразовать в группу, так как выбран Тип счёта."
"Cannot covert to Group because Account Type is selected.","Невозможно преобразовать в группу, так как выбран Тип счёта."
"Cannot create Stock Reservation Entries for future dated Purchase Receipts.","Невозможно создать Записи резервирования запасов для Приёмок с будущей датой."
"Cannot create a Delivery Trip from Draft documents.","Невозможно создать Маршрут доставки из Черновиков."
"Cannot create a pick list for Sales Order {0} because it has reserved stock. Please unreserve the stock in order to create a pick list.","Невозможно создать Лист комплектации для Заказа покупателя {0}, так как запасы зарезервированы. Отмените резервирование для создания листа комплектации."
"Cannot create a {0} against a child document: {1}","Невозможно создать {0} для дочернего документа: {1}"
"Cannot create accounting entries against disabled accounts: {0}","Невозможно создать учётные записи для отключённых счётов: {0}"
"Cannot create private workspace of other users","Невозможно создать личное рабочее пространство других пользователей"
"Cannot create return for consolidated invoice {0}.","Невозможно создать возврат по объединённому счёту {0}."
"Cannot deactivate or cancel BOM as it is linked with other BOMs","Невозможно деактивировать или аннулировать Спецификацию, так как она связана с другими Спецификациями"
"Cannot declare as lost, because Quotation has been made.","Невозможно отметить как потерянный, так как создано Коммерческое предложение."
"Cannot deduct when category is for 'Valuation' or 'Valuation and Total'","Невозможно вычесть, если категория предназначена для «Оценки» или «Оценки и Итого»"
"Cannot delete Exchange Gain/Loss row","Невозможно удалить строку Прибыль/убыток по курсовой разнице"
"Cannot delete Home and Attachments folders","Невозможно удалить папки «Главная» и «Вложения»"
"Cannot delete Serial No {0}, as it is used in stock transactions","Невозможно удалить Серийный номер {0}, так как он используется в движениях запасов"
